City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,skjervoy,70.0311,20.9714,0.0,92,100,2.18,NO,1675926434
364,evensk,61.95,159.2333,-24.6,73,89,5.89,RU,1675926435
365,saru dornei,47.2833,25.35,-8.66,65,0,0.83,RO,1675926435
366,kloulklubed,7.0419,134.2556,25.28,74,100,7.84,PW,1675926436
367,hami,42.8,93.45,5.63,32,69,0.71,CN,1675926436
368,iqaluit,63.7506,-68.5145,-34.15,68,0,8.75,CA,1675926437
369,chumikan,54.7183,135.315,-23.32,79,93,7.75,RU,1675926437
370,bekhtery,46.251,32.2927,-3.78,61,0,6.23,UA,1675926438
371,west wendover,40.7391,-114.0733,-1.44,55,0,4.63,US,1675926438
372,esil,51.9556,66.4042,-16.16,90,100,2.53,KZ,1675926439
373,quelimane,-17.8786,36.8883,30.68,63,46,1.15,MZ,1675926439
374,river falls,44.8614,-92.6238,-2.13,86,100,1.61,US,1675926440
375,bubaque,11.2833,-15.8333,23.49,67,4,4.73,GW,1675926441
376,cerrito,6.8432,-72.694,10.59,83,100,2.38,CO,1675926441
377,bejar,40.3864,-5.7634,1.99,87,0,2.55,ES,1675926386
378,kearney,40.6995,-99.0815,-0.69,83,0,6.69,US,1675926286
379,severomuysk,56.1481,113.4267,-16.32,90,89,1.23,RU,1675926443
380,north platte,41.1239,-100.7654,2.29,82,0,8.49,US,1675926443
381,college,64.8569,-147.8028,-17.73,81,75,0.0,US,1675926444
382,kiunga,-6.1219,141.2906,26.08,87,100,2.83,PG,1675926444
383,yerbogachen,61.2767,108.0108,-15.91,92,100,1.37,RU,1675926445
384,albury,-36.0833,146.9167,32.3,36,12,0.7,AU,1675926446
385,codrington,-38.2667,141.9667,20.41,63,0,4.91,AU,1675926446
386,treviglio,45.5238,9.5895,1.16,60,40,1.54,IT,1675926447
387,filadelfia,39.9523,-75.1638,6.01,80,40,1.54,US,1675926405
388,xining,36.6167,101.7667,2.45,21,0,1.76,CN,1675926448
389,taoudenni,22.6783,-3.9836,17.93,21,99,6.35,ML,1675926448
390,kysyl-syr,63.8986,122.7617,-37.23,97,76,1.76,RU,1675926449
391,port-cartier,50.0334,-66.8654,-14.58,83,3,4.7,CA,1675926449
392,antofagasta,-23.65,-70.4,19.6,85,92,1.16,CL,1675926363
393,yumen,40.2833,97.2,3.91,31,30,4.08,CN,1675926450
394,pangody,65.85,74.4859,-14.84,94,42,4.84,RU,1675926451
395,beyla,8.6833,-8.6333,22.35,76,54,1.13,GN,1675926451
396,ulaanbaatar,47.9077,106.8832,-10.93,62,75,1.0,MN,1675925945
397,coihaique,-45.5752,-72.0662,16.34,88,75,3.09,CL,1675926452
398,sisimiut,66.9395,-53.6735,-16.28,85,100,4.39,GL,1675926453
399,wajid,3.8093,43.2471,30.96,33,9,8.71,SO,1675926454
400,dingle,10.9995,122.6711,28.3,70,39,6.73,PH,1675926454
401,severodvinsk,64.5635,39.8302,-0.94,86,100,7.98,RU,1675926454
402,lake havasu city,34.4839,-114.3224,15.61,36,0,0.89,US,1675926455
403,susanville,40.4163,-120.653,-0.09,85,0,1.54,US,1675926436
404,campos sales,-7.0744,-40.3761,20.15,43,100,3.03,BR,1675926456
405,loikaw,19.6742,97.2094,29.72,12,26,2.56,MM,1675926456
406,hasaki,35.7333,140.8333,9.22,39,7,7.36,JP,1675926457
407,cayenne,4.9333,-52.3333,25.02,94,100,2.57,GF,1675926457
408,makinsk,52.6292,70.4169,-15.51,91,100,2.35,KZ,1675926458
409,honiara,-9.4333,159.95,27.7,82,66,2.36,SB,1675926458
410,bogo,11.0517,124.0055,28.32,70,25,4.89,PH,1675926459
411,calabozo,8.9242,-67.4293,25.9,62,84,3.79,VE,1675926459
412,awbari,26.5921,12.7805,10.27,58,100,6.92,LY,1675926460
413,vila franca do campo,37.7167,-25.4333,13.23,74,90,3.9,PT,1675926460
414,point pleasant,40.0832,-74.0682,3.86,89,74,1.64,US,1675926461
415,san ramon,37.7799,-121.978,12.24,79,0,1.54,US,1675926461
416,adeje,28.1227,-16.726,15.56,73,75,2.06,ES,1675926462
417,excelsior springs,39.3392,-94.2261,2.43,99,100,3.6,US,1675926198
418,koslan,63.4564,48.8989,-4.35,88,100,5.07,RU,1675926463
419,shingu,33.7333,135.9833,10.23,45,17,1.99,JP,1675926463
420,viking,53.1001,-111.7684,-9.42,89,10,3.63,CA,1675926464
421,burshtyn,49.2587,24.6278,-11.38,96,65,1.69,UA,1675926464
422,strezhevoy,60.7333,77.5889,-13.68,92,100,4.74,RU,1675926465
423,bone,51.9669,12.1396,-4.3,80,14,3.59,DE,1675926465
424,sulangan,11.1373,123.7228,27.04,78,100,4.32,PH,1675926465
425,inhambane,-23.865,35.3833,28.82,72,100,3.45,MZ,1675926466
426,nioro,13.35,-15.75,22.22,20,1,2.62,GM,1675926467
427,boende,-0.2167,20.8667,27.31,60,90,1.68,CD,1675926467
428,oparino,59.8518,48.2783,-5.13,96,36,3.7,RU,1675926468
429,churapcha,62.0025,132.4325,-36.46,97,84,1.68,RU,1675926468
430,tres coracoes,-21.6969,-45.2533,16.54,95,0,1.29,BR,1675926468
431,te anau,-45.4167,167.7167,13.89,50,25,1.58,NZ,1675926469
432,varena,54.2167,24.5667,-3.57,90,89,3.06,LT,1675926469
433,sembe,1.6481,14.5806,25.05,48,44,1.52,CG,1675926470
434,praia,14.9215,-23.5087,19.64,80,22,3.99,CV,1675926470
435,namibe,-15.1961,12.1522,22.2,67,56,2.54,AO,1675926471
436,alice springs,-23.7,133.8833,36.75,16,0,8.23,AU,1675926471
437,abalak,58.1286,68.5944,-9.82,91,99,3.32,RU,1675926472
438,oyem,1.5995,11.5793,22.42,84,96,1.4,GA,1675926472
439,marawi,7.9986,124.2928,22.43,92,100,2.18,PH,1675926473
440,ostrovnoy,68.0531,39.5131,1.25,83,100,17.36,RU,1675926473
441,carmo do paranaiba,-19.0008,-46.3161,17.08,94,98,0.93,BR,1675926474
442,honningsvag,70.9821,25.9704,0.86,75,20,4.63,NO,1675926474
443,okhotsk,59.3833,143.3,-26.88,86,14,4.63,RU,1675926474
444,qostanay,53.1667,63.5833,-11.84,85,40,4.0,KZ,1675926475
445,polovinnoye,54.7914,65.9864,-10.21,91,100,3.6,RU,1675926475
446,anloga,5.7947,0.8973,26.67,82,100,3.03,GH,1675926476
447,severo-yeniseyskiy,60.3725,93.0408,-17.6,90,100,2.01,RU,1675926476
448,hambantota,6.1241,81.1185,31.19,62,20,4.12,LK,1675926477
449,cody,44.5263,-109.0565,-3.88,54,0,4.63,US,1675926477
450,port hardy,50.6996,-127.4199,5.1,87,100,12.35,CA,1675926478
451,kizukuri,40.8061,140.3861,-2.25,62,100,7.98,JP,1675926478
452,pisco,-13.7,-76.2167,22.03,83,0,4.63,PE,1675926478
453,contamana,-7.3333,-75.0167,21.77,96,62,1.08,PE,1675926479
454,flinders,-34.5833,150.8552,23.43,84,100,4.02,AU,1675926479
455,whitefish,48.4111,-114.3376,-3.14,74,100,1.54,US,1675926323
456,lasa,46.6166,10.7002,-5.91,58,22,0.95,IT,1675926480
457,komsomolskiy,40.4272,71.7189,5.4,75,75,2.06,UZ,1675926480
458,adre,13.4667,22.2,18.43,13,13,7.54,TD,1675926481
459,cam ranh,11.9214,109.1591,28.98,70,20,5.66,VN,1675926481
460,nenjiang,49.1833,125.2167,-12.45,90,100,3.78,CN,1675926466
461,lata,40.1629,-8.3327,7.26,84,0,2.59,PT,1675926482
462,limin khersonisou,35.3162,25.3928,8.35,66,75,5.14,GR,1675926483
463,linhares,-19.3911,-40.0722,22.17,97,98,0.51,BR,1675926312
464,brooks,50.5834,-111.8851,-6.09,89,6,3.43,CA,1675926484
465,svetlogorsk,52.6333,29.7333,-5.9,91,99,2.4,BY,1675926485
466,souillac,-20.5167,57.5167,27.46,71,36,6.37,MU,1675926485
467,aykhal,66.0,111.5,-29.39,98,99,2.81,RU,1675926486
468,radhanpur,23.8333,71.6,29.61,19,4,2.71,IN,1675926486
469,uige,-7.6087,15.0613,22.12,77,48,0.64,AO,1675926487
470,yuancheng,36.652,107.7896,1.19,69,5,2.92,CN,1675926487
471,nichinan,31.6,131.3667,12.49,64,84,5.46,JP,1675926488
472,alamos,27.0167,-108.9333,13.89,12,0,1.31,MX,1675926488
473,belyy yar,53.6039,91.3903,-11.06,83,40,0.0,RU,1675926489
474,estacion coahuila,32.1939,-115.0017,15.26,25,0,3.2,MX,1675926490
475,cortez,37.3489,-108.5859,-0.17,58,20,5.66,US,1675926490
476,buala,-8.145,159.5921,27.44,82,100,2.64,SB,1675926491
477,yarmouth,41.7057,-70.2286,6.03,68,0,3.58,US,1675926492
478,dakar,14.6937,-17.4441,21.49,70,93,6.95,SN,1675926493
479,aborlan,9.4352,118.5492,30.04,67,100,5.39,PH,1675926493
480,westport,41.1415,-73.3579,4.75,71,64,0.45,US,1675926023
481,bichena,10.45,38.2,16.47,30,6,2.9,ET,1675926494
482,necochea,-38.5473,-58.7368,15.97,89,6,2.2,AR,1675926494
483,araouane,18.9048,-3.5265,18.34,22,11,4.78,ML,1675926495
484,graham,47.0529,-122.2943,6.01,89,100,1.54,US,1675926496
485,pokhara,28.2333,83.9833,21.5,39,31,3.63,NP,1675926363
486,hobyo,5.3505,48.5268,27.34,67,29,8.14,SO,1675926496
487,dalvik,65.9702,-18.5286,-5.36,85,100,3.16,IS,1675926497
488,jiwani,25.05,61.7417,23.51,75,0,2.5,PK,1675926498
489,bosaso,11.2842,49.1816,26.55,64,21,2.93,SO,1675926498
490,parfino,57.9731,31.6481,-1.58,93,100,4.16,RU,1675926499
491,nanortalik,60.1432,-45.2371,-2.71,82,100,4.06,GL,1675926499
492,iralaya,15.0,-83.2333,24.47,85,0,6.07,HN,1675926500
493,kisesa,-3.0833,34.15,20.1,79,100,2.75,TZ,1675926501
494,nelson bay,-32.7167,152.15,25.61,83,100,5.36,AU,1675926501
495,houston,29.7633,-95.3633,9.38,88,20,4.12,US,1675926177
496,morwa,22.9,73.8333,30.89,12,1,1.72,IN,1675926502
497,kissidougou,9.1848,-10.0999,21.78,84,63,1.5,GN,1675926503
498,george,-33.963,22.4617,20.56,68,0,1.07,ZA,1675926504
499,ak-dovurak,51.1833,90.6,-15.99,89,100,0.74,RU,1675926504
500,susner,23.95,76.0833,27.67,16,3,2.0,IN,1675926505
501,janauba,-15.8025,-43.3089,19.83,70,46,1.37,BR,1675926505
502,yazoo city,32.8551,-90.4056,14.39,84,100,6.88,US,1675926178
503,waipawa,-41.4122,175.5153,14.12,67,100,3.66,NZ,1675926208
504,dzhebariki-khaya,62.2167,135.8,-39.0,99,76,0.53,RU,1675926506
505,nemuro,43.3236,145.575,-7.18,63,76,8.57,JP,1675926507
506,salalah,17.0151,54.0924,27.05,65,0,3.6,OM,1675926508
507,mica,46.3667,24.4167,-11.03,85,20,2.57,RO,1675926509
508,benjamin constant,-4.3831,-70.0311,23.07,100,97,0.09,BR,1675926325
509,bismarck,46.8083,-100.7837,0.91,87,100,7.2,US,1675926216
510,praia da vitoria,38.7333,-27.0667,12.64,75,86,5.12,PT,1675926510
511,providencia,28.7167,-111.5833,13.6,58,41,5.79,MX,1675926510
512,huarmey,-10.0681,-78.1522,22.12,86,15,2.43,PE,1675926511
513,san cristobal,7.7669,-72.225,19.25,76,83,0.28,VE,1675926511
514,choix,26.7092,-108.3219,13.51,17,0,2.25,MX,1675926512
515,bogale,16.2833,95.4,33.2,15,22,2.22,MM,1675926512
516,carutapera,-1.195,-46.02,24.14,91,84,1.59,BR,1675926513
517,mingshui,36.7167,117.5,8.04,47,99,3.26,CN,1675926513
518,sinnar,13.5691,33.5672,23.81,38,85,6.69,SD,1675926514
519,asau,46.4333,26.4,-14.29,70,1,1.11,RO,1675926514
520,loiza,18.4313,-65.8802,25.04,83,75,6.17,PR,1675926515
521,deputatskiy,69.3,139.9,-41.46,98,99,1.82,RU,1675926515
522,gelemso,8.8167,40.5167,20.28,44,5,3.92,ET,1675926516
523,jacareacanga,-6.2222,-57.7528,21.83,99,99,0.56,BR,1675926516
524,gogrial,8.5332,28.1004,25.62,10,37,3.81,SS,1675926517
525,kashi,39.4547,75.9797,1.86,42,99,0.69,CN,1675926517
526,gari,59.4307,62.3497,-3.28,82,100,4.8,RU,1675926518
527,selaphum,16.0299,103.9383,37.83,32,47,1.88,TH,1675926518
528,coihueco,-36.6167,-71.8333,15.79,45,0,1.57,CL,1675926519
529,fort nelson,58.8053,-122.7002,-13.92,92,100,0.96,CA,1675926519
530,vanimo,-2.6741,141.3028,26.52,90,100,6.27,PG,1675926520
531,cabo rojo,18.0866,-67.1457,24.18,65,1,3.56,PR,1675926342
532,umm lajj,25.0213,37.2685,20.7,29,100,7.11,SA,1675926520
533,thurso,58.5927,-3.5259,5.48,76,99,14.74,GB,1675926521
534,straja,47.9167,25.55,-11.01,73,1,1.84,RO,1675926522
535,kaniama,-7.5667,24.1833,21.24,85,97,0.4,CD,1675926523
536,najran,17.4924,44.1277,22.3,20,6,3.04,SA,1675926523
537,katunino,64.3862,40.6298,-1.06,87,100,6.74,RU,1675926524
538,petropavlovsk-kamchatskiy,53.0452,158.6483,-10.67,52,20,2.0,RU,1675926373
539,malkangiri,18.35,81.9,34.95,13,10,1.33,IN,1675926524
540,mitsamiouli,-11.3847,43.2844,27.7,77,93,4.53,KM,1675926525
541,panacan,9.2463,118.4082,28.24,69,100,5.83,PH,1675926525
542,tubmanburg,6.8708,-10.8172,22.64,96,15,0.55,LR,1675926526
543,manjeshwar,12.7194,74.8861,31.53,57,81,3.85,IN,1675926526
544,atbasar,51.8,68.3333,-18.57,95,100,1.5,KZ,1675926527
545,majene,-3.5403,118.9707,30.22,64,91,5.27,ID,1675926527
546,havoysund,70.9963,24.6622,1.13,52,100,9.36,NO,1675926528
